date,symbol,name,board,close,score,turnover,ret_3,ret_5,volume_ratio_5,market_limit_hits,suggest_reason,tail_ret_1430_1457,tail_ret_1450_1457,tail_volume_ratio,tail_limit_gap,pct_chg,limit_gap
2026-06-17,002297.SZ,博云新材,main,25.78,0.4010167259172361,0.0,0.14884135472370774,0.23763802208353346,0.9591245333265956,141,"short momentum, strong market mood",0.035598705501618255,-0.016141429669484952,0.21886923443685774,0.02695312499999991,0.07866108786610893,0.019782777346780467
2026-06-17,000066.SZ,中国长城,main,17.81,0.23895079584947665,0.0,0.1482914248871694,0.10346964064436182,1.7638955197329123,141,"volume expansion, short momentum, strong market mood",0.03703703703703698,-0.0039525691699604515,0.38947016745844876,0.035147392290249435,0.07289156626505999,0.025266704098821036
2026-06-17,002171.SZ,楚江新材,main,15.0,0.20571734873421987,0.0,0.10375275938189854,0.18110236220472453,1.37394435374896,141,"short momentum, strong market mood",0.027341079972658777,0.0020000000000000018,0.21786515622056687,0.04923486360612106,0.046025104602510414,0.05133333333333323
2026-06-17,002851.SZ,麦格米特,main,178.9,0.07284073903741914,0.0,0.32283348121857425,0.2286244076643087,1.7182486305317557,141,"volume expansion, short momentum, strong market mood",0.003921788335480958,-0.004168056018672872,0.0881104108368094,0.0045203415369161615,0.09325348325592775,0.006148686416992621
2026-06-17,601991.SH,大唐发电,main,9.13,0.06928971624427997,0.0,0.1285537700865267,0.17654639175257736,1.4047455708560093,141,"short momentum, strong market mood",0.0,-0.00548847420417109,0.10149405558612404,0.056291390728476776,0.04942528735632212,0.04819277108433728
2026-06-17,000539.SZ,粤电力Ａ,main,8.22,0.06728545606587498,0.0,0.11989100817438714,0.09163346613545831,1.7484811454144107,141,"volume expansion, short momentum, strong market mood",0.009840098400984099,-0.002430133657351119,0.08474593974488852,0.032886723507917104,0.06614785992217898,0.031630170316301776
2026-06-17,002409.SZ,雅克科技,main,147.92,0.06678949742664483,0.0,0.11226408000601529,0.2070175438596491,0.7852594670790363,141,"short momentum, strong market mood",0.012295081967212962,0.002977801840822858,0.0915744624727717,0.022537112010796223,0.07375145180023224,0.024472687939426807
2026-06-17,601868.SH,中国能建,main,2.89,0.058690741827431725,0.0,0.09056603773584904,0.09056603773584904,2.0359632561058447,141,"volume expansion, short momentum, strong market mood",0.0,-0.006896551724137945,0.11539326112773658,0.02430555555555558,0.07835820895522394,0.02076124567474058
2026-06-17,600011.SH,华能国际,main,7.92,0.056887567079308435,0.0,-0.016149068322981464,-0.02941176470588236,0.9299672395001487,141,strong market mood,0.006361323155216203,-0.0012626262626261875,0.13368070321887943,0.09608091024020227,0.0050761421319796,0.09469696969696972
2026-06-17,603986.SH,兆易创新,main,586.04,0.056045291033047395,0.0,0.21718902527675654,0.21878379502537215,1.3053596771446423,141,"short momentum, strong market mood",0.009213177426854013,0.0,0.1037177621209003,0.0,0.10000750807117642,0.0
2026-06-17,600487.SH,亨通光电,main,111.0,0.05488052776956227,0.0,0.14432989690721643,0.0385479041916168,0.9827116225892311,141,"short momentum, strong market mood",0.04815060070002852,0.0215747741102712,0.17931459465684244,0.06723826714801451,0.032558139534883734,0.06531531531531543
2026-06-17,000722.SZ,湖南发展,main,15.85,0.052731161511913704,0.0,0.05175846051758448,0.07823129251700678,1.416048370748837,141,"short momentum, strong market mood",0.014157014157014203,0.0025445292620864812,0.18831250502405014,0.04949238578680193,0.05385638297872353,0.043533123028391074
2026-06-17,600031.SH,三一重工,main,18.91,0.04884572992932372,0.0,0.0,0.0031830238726788807,0.7678945614074069,141,strong market mood,0.005319148936170137,-0.0005288207297726721,0.16417584107574948,0.08571428571428585,0.01394101876675613,0.08514013749338978
2026-06-17,001309.SZ,德明利,main,709.62,0.04771413439746333,0.0,0.14931247266896652,0.1300581256469464,1.335197962562601,141,"short momentum, strong market mood",0.014275507287796474,0.0042445422261208066,0.08438705301200454,0.01611744318742181,0.08229875240215967,0.016360869197598715
2026-06-17,000021.SZ,深科技,main,42.91,0.04615769156737666,0.0,0.156915610676732,0.1128112033195019,1.135132723033454,141,"short momentum, strong market mood",0.010588235294117787,0.003739191399859898,0.10853145735016628,0.0442374854481955,0.052489575668383415,0.04521090654859017
2026-06-17,603156.SH,养元饮品,main,43.89,0.0447612550645162,0.0,0.06091370558375653,0.1044287871162557,1.1324466214715414,141,"short momentum, strong market mood",0.012220428867881106,0.004346831388698291,0.16701459760971604,0.059225512528473745,0.03832505322924051,0.05946684894053322
2026-06-17,600938.SH,中国海油,main,31.4,0.04356538725545805,0.0,-0.058752997601918544,-0.07782672540381785,0.9258263140947799,141,strong market mood,0.0016010246557798258,0.000639795265515053,0.11548063301059067,0.0997442455242965,0.00415733930284623,0.09554140127388533
2026-06-17,002371.SZ,北方华创,main,704.22,0.04350420599216898,0.0,0.05550143137636954,0.13730620155038764,0.9567683600122873,141,"short momentum, strong market mood",0.005997857907890092,0.003132787468850262,0.11042428366433853,0.0496273688693305,0.04765021794433122,0.04997017977336626
2026-06-17,000695.SZ,滨海能源,main,14.47,0.04301254043542529,0.0,0.11479198767334364,0.11823802163833075,2.0323685985097506,141,"volume expansion, short momentum, strong market mood",0.02842928216062557,0.014726507713884951,0.17614506065620938,0.0,0.10038022813688219,0.0
2026-06-17,601669.SH,中国电建,main,5.17,0.04274857297130268,0.0,0.07261410788381739,0.06378600823045266,1.862813017176677,141,"volume expansion, short momentum, strong market mood",-0.0019342359767891004,-0.0038610038610037423,0.12406305829823541,0.029069767441860295,0.07039337474120089,0.027079303675048294
2026-06-17,002177.SZ,御银股份,main,6.52,0.0426777737931275,0.0,0.07060755336617408,0.08666666666666667,2.207581551794681,141,"volume expansion, short momentum, strong market mood",0.006172839506172645,0.003076923076922977,0.07718683125724671,0.033742331288343586,0.06362153344208799,0.033742331288343586
2026-06-17,600584.SH,长电科技,main,81.76,0.042531250177366337,0.0,0.1863029599535695,0.10411883862255245,1.2282822791752783,141,"short momentum, strong market mood",0.005781768975273716,-0.0017094017094017033,0.10764513455486976,0.03498043052837563,0.06278434940855315,0.03498043052837563
2026-06-17,600150.SH,中国船舶,main,37.15,0.04228515712130863,0.0,0.06477500716537676,0.05961209355390751,1.195016107628794,141,"short momentum, strong market mood",0.006505828137706837,0.0032423669278573986,0.1455088739468311,0.0662537032049555,0.032231175326479455,0.06567967698519528
2026-06-17,600673.SH,东阳光,main,35.89,0.0421587107244894,0.0,0.14081373172282263,0.07777777777777795,1.9761124377855088,141,"volume expansion, short momentum, strong market mood",0.00956937799043045,-0.0002787068004460602,0.08337964857202056,0.0005575689991637045,0.09990806006742248,0.0
2026-06-17,605020.SH,永和股份,main,37.1,0.04190078055675164,0.0,0.10121697833184928,0.1276595744680853,1.1515342159056692,141,"short momentum, strong market mood",0.00829646017699126,0.0013732491073881192,0.10645687595987333,0.0655512890839276,0.050396375990940045,0.04716981132075482
2026-06-17,002436.SZ,兴森科技,main,47.8,0.041650666899455444,0.0,0.26455026455026465,0.2821888412017166,1.3741543379356755,141,"short momentum, strong market mood",-0.0012492192379762734,-0.0035313668466971926,0.07145908969544155,0.011257035647279423,0.08390022675736941,0.014853556485355579
2026-06-17,002281.SZ,光迅科技,main,242.0,0.040929029421234935,0.0,0.18066058447577693,0.19447186574531106,1.004014577904214,141,"short momentum, strong market mood",0.007999000124984335,0.00037211610022325203,0.09944701627822246,0.04571192395122958,0.05212816834050704,0.045495867768595044
2026-06-17,001389.SZ,广合科技,main,205.8,0.040569596111539236,0.0,0.1535874439461884,0.13450937155457554,1.35812419360519,141,"short momentum, strong market mood",0.011014407238039148,0.00048659432631037447,0.09785743073308507,0.042994017800690454,0.0556552962298027,0.042031098153547
2026-06-17,000620.SZ,盈新发展,main,3.01,0.04018519731338896,0.0,0.023809523809523725,-0.016339869281045805,1.3680790280392008,141,strong market mood,0.04498269896193774,0.030716723549488067,0.228011553470031,0.0629139072847682,0.03082191780821919,0.06644518272425248
2026-06-17,605358.SH,立昂微,main,70.95,0.03970261198003053,0.0,0.07337367624810898,-0.03469387755102038,1.015219463115077,141,"short momentum, strong market mood",0.013291410604544973,0.0015538917926261053,0.08885304697205613,0.057404795486600824,0.04108584005869398,0.056659619450317056
